,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
11081,0,0.02547926,71,0,0.265189971,6500.0,11,0,1,0,1.0
50597,0,0.005953409,59,1,0.54126804,6166.0,19,0,2,0,1.0
47447,0,0.16300349,48,0,1.217519106,1700.0,29,0,0,0,0.0
149159,0,0.007358213,62,0,0.181402657,7000.0,6,0,0,0,1.0
139216,0,0.349408281,62,0,0.374392492,11933.0,17,0,1,0,0.0
68216,0,0.312938384,61,1,0.274069136,10500.0,10,0,2,0,0.0
109662,0,0.012927162,62,0,0.090279781,10400.0,7,0,2,0,0.0
68567,0,0.0,94,2,0.0,,7,0,0,0,0.0
58028,0,0.298449709,61,0,0.36342998,15416.0,20,0,1,0,0.0
119167,0,0.001280757,48,0,0.535110688,4200.0,8,0,1,0,0.0
4197,0,0.316536693,87,0,47.0,,1,0,0,0,0.0
73977,0,4212.0,35,0,0.557392809,5200.0,6,0,2,0,1.0
116890,0,0.223510416,40,1,0.443280977,9167.0,16,0,1,0,2.0
99940,0,0.056982859,71,0,0.181890897,6250.0,10,0,1,1,0.0
43015,0,0.568915427,66,0,1.130217446,4000.0,11,0,1,0,0.0
11864,0,0.001210987,71,1,1.0,,4,0,0,0,
130091,0,0.145170966,24,0,0.102056216,5300.0,5,0,0,1,0.0
31070,0,0.555639905,38,0,0.282857557,6900.0,3,0,1,0,0.0
140650,1,1.976744186,46,1,0.116823765,3500.0,2,2,0,0,0.0
139479,0,0.27926638,48,0,2378.0,,5,0,1,0,2.0
148178,0,0.019285677,58,4,0.238437735,11956.0,14,0,2,0,0.0
59612,0,0.9999999,52,0,0.193811947,7465.0,2,0,1,0,1.0
101586,0,0.08504163,55,0,0.405671296,5183.0,5,0,1,0,0.0
72764,0,0.00760982,66,0,0.330667594,8627.0,11,0,3,0,0.0
24804,0,0.156968731,36,0,0.441026389,6858.0,11,0,1,0,0.0
129671,0,0.001491097,56,0,5173.0,,4,0,1,0,
98056,0,0.004887549,74,1,0.870170386,4166.0,23,0,6,0,0.0
91389,0,0.148258074,66,0,0.23820556,4747.0,10,0,0,0,2.0
91132,0,0.753784617,59,0,0.478455705,5801.0,8,0,1,0,1.0
25014,0,0.020781542,53,0,0.282312307,5500.0,8,0,1,0,2.0
74152,0,0.061834915,61,0,1824.0,,5,0,1,0,0.0
102522,0,0.011329326,36,0,0.003548196,3381.0,4,0,0,0,0.0
96354,0,0.180836474,64,2,0.483320979,5395.0,18,0,2,0,0.0
41997,0,0.334139279,49,1,0.392783839,9256.0,18,0,1,0,0.0
45862,1,0.055463838,56,2,0.136095989,9000.0,22,0,1,0,0.0
101814,0,0.076670696,44,0,1583.0,,6,0,1,0,0.0
120143,0,0.593317765,62,2,0.626392459,3500.0,22,0,1,0,0.0
67687,0,0.086185798,60,0,0.31478087,6000.0,7,0,2,0,0.0
111061,1,0.731036091,60,2,0.359737807,9000.0,17,1,2,0,0.0
113277,0,0.957423177,39,0,0.223993515,3700.0,6,1,0,0,2.0
93642,0,0.32358656,46,0,3158.0,,7,0,1,0,3.0
111115,0,0.012654085,40,0,0.0029994,3333.0,3,0,0,0,0.0
71723,0,0.294977309,44,0,0.702719156,4927.0,8,0,2,0,2.0
119249,1,0.13094009,39,0,0.077288942,9250.0,3,0,0,0,0.0
101723,0,0.001708807,55,0,1723.0,,5,0,1,0,0.0
82157,0,0.00169073,84,1,0.000425441,4700.0,7,0,0,1,0.0
117365,0,0.001768065,75,0,0.083230169,10500.0,10,1,0,0,0.0
8694,0,0.33980469,58,0,0.355763161,7920.0,14,0,0,0,0.0
99830,0,1.141571686,35,0,0.149306675,3100.0,3,0,0,0,0.0
110064,0,0.0,83,0,0.0,5200.0,1,0,0,0,0.0
25067,0,0.234573288,50,0,0.559078161,8200.0,12,0,3,0,2.0
69161,0,0.443938556,42,1,0.538795566,8750.0,11,0,4,0,3.0
102848,0,0.064093141,71,0,2158.0,,18,0,2,0,1.0
12246,0,0.301222786,52,0,0.557728202,11250.0,13,0,3,0,1.0
8927,0,0.841253479,49,0,4630.0,,16,0,2,0,0.0
116270,1,0.026134003,77,0,0.148528992,3500.0,9,0,1,0,0.0
83815,0,0.026685943,48,0,27.0,,4,0,0,0,0.0
34477,0,0.9999999,46,0,0.20726519,9166.0,3,0,2,0,0.0
37791,0,0.093176665,41,0,0.253691959,21600.0,12,0,1,0,3.0
49178,0,0.117873082,54,1,0.250583139,3000.0,16,0,1,0,0.0
68547,0,0.645416675,51,0,0.866997871,7044.0,11,0,3,0,0.0
38348,0,0.9999999,36,0,0.166989539,2580.0,2,0,0,0,0.0
84735,0,0.119887067,39,0,0.353564644,10000.0,16,0,3,0,4.0
26154,1,0.9999999,44,0,0.666547662,2800.0,2,0,0,0,2.0
42038,0,0.237660381,68,0,0.196700825,4000.0,9,0,1,0,0.0
115655,0,0.016988115,41,0,1.079036901,3820.0,13,0,2,0,1.0
103877,0,0.117726395,72,0,0.213170224,3841.0,13,0,1,0,0.0
53068,0,0.014217665,69,0,0.00293725,3744.0,2,0,0,0,0.0
12185,0,0.664814846,55,0,0.747437405,5950.0,10,0,1,0,3.0
97657,0,0.091645418,76,0,0.327479829,2106.0,3,0,1,0,0.0
16246,0,0.003100515,47,0,0.376633987,3671.0,6,0,1,0,0.0
86381,0,0.010489022,64,0,0.173973235,6500.0,15,0,2,0,0.0
21541,0,0.397429487,42,0,2068.0,,12,0,1,0,0.0
41757,0,0.090982794,25,0,30.0,0.0,5,0,0,0,0.0
147959,0,0.027710803,75,0,0.083187632,10866.0,8,0,1,0,0.0
135391,0,0.234893576,57,0,0.321168487,12083.0,8,0,2,0,1.0
124964,0,0.056560732,56,0,0.555456808,5625.0,7,0,2,0,0.0
100885,0,0.9999999,52,0,0.306553128,2700.0,3,2,1,0,3.0
57072,0,0.9999999,75,0,0.0,,2,0,0,0,
66616,0,0.967930029,36,1,0.966724039,3485.0,7,0,2,0,0.0
72340,0,0.174016782,51,0,0.080175478,13220.0,10,0,0,0,5.0
54034,0,0.0,46,0,0.727329386,3208.0,5,0,1,0,0.0
47433,0,0.030821073,56,0,2232.0,,7,0,1,0,
108934,0,0.021399536,61,0,0.120490129,2937.0,6,0,1,0,0.0
120810,0,0.043911134,59,0,0.378684478,6886.0,11,0,1,0,1.0
33405,1,0.9999999,28,2,0.666666667,2573.0,4,2,0,1,2.0
77424,0,0.006635307,43,0,0.358271091,16333.0,14,0,3,0,0.0
104176,0,0.780230362,32,1,0.255459563,8333.0,8,0,1,0,0.0
101672,0,0.023410033,68,0,0.003514377,9389.0,6,0,0,0,0.0
93964,0,0.094276736,31,0,0.626446861,2850.0,6,0,1,0,0.0
79009,0,0.041326427,55,0,0.407602725,9101.0,11,0,2,0,1.0
81416,1,0.761937597,49,3,0.207368599,5916.0,10,0,2,0,2.0
47254,0,0.135921964,55,0,0.051125989,11500.0,9,0,1,0,1.0
62200,0,0.770558704,50,3,0.2608526,10250.0,10,0,1,0,2.0
112395,0,0.0,33,0,0.447548852,5833.0,6,0,2,0,0.0
122905,0,0.0,42,0,2173.0,,3,0,1,0,0.0
125909,0,0.184134509,53,0,0.605944607,4440.0,10,0,3,0,1.0
52251,0,0.0,74,0,0.0,4016.0,3,0,0,0,1.0
38265,0,0.273246679,44,0,0.243311187,5568.0,6,0,2,0,0.0
137738,0,0.014031498,72,0,655.0,,7,0,1,0,0.0
41399,0,0.049323917,50,0,0.494876281,4000.0,11,1,2,0,0.0
44467,0,0.0,58,0,0.264157341,2948.0,10,0,0,0,0.0
87993,0,0.212215077,64,0,0.369761334,8756.0,4,0,1,0,0.0
15277,0,0.026227073,32,0,0.158947018,3000.0,7,0,0,0,0.0
101444,0,0.151562684,44,0,0.375337187,2594.0,9,0,1,0,0.0
56427,0,0.9999999,49,0,0.148140068,9166.0,2,0,0,0,0.0
83851,0,1.11824261,39,2,0.451554263,5500.0,8,1,2,0,0.0
45696,0,0.36214921,42,0,0.327556656,5250.0,11,0,1,0,0.0
62019,0,0.034544724,41,0,0.402190923,3833.0,14,0,1,0,0.0
44299,0,0.982035928,76,0,34.0,,1,0,0,0,
118714,0,0.115483365,37,0,0.280658938,4916.0,5,0,1,0,2.0
44769,0,0.063879558,46,0,0.560487902,5000.0,13,0,1,0,0.0
116853,0,1.222591362,32,0,11.0,,1,1,0,0,0.0
17024,0,0.737049204,47,0,0.353912077,6300.0,10,0,0,0,0.0
149615,0,0.475130516,59,1,0.560461235,6590.0,16,0,2,0,1.0
96615,0,0.0,42,0,8.0,,9,0,0,0,0.0
45406,0,0.111111111,40,0,0.175582188,10262.0,6,0,1,0,0.0
95305,0,0.458445364,47,0,0.153030059,6220.0,7,0,0,0,1.0
49803,0,0.030102929,74,0,60.0,,12,0,0,0,0.0
42860,0,0.062290154,68,0,0.04373102,11524.0,7,0,0,0,0.0
63370,0,0.657342657,23,1,0.510496672,1952.0,3,0,0,0,0.0
148457,0,0.197270642,74,0,0.126859435,5982.0,4,0,0,0,0.0
48956,0,0.107817187,69,0,0.007732302,7500.0,7,0,0,0,0.0
40169,0,0.113187444,76,0,0.425443503,6256.0,5,0,1,0,0.0
29763,0,0.097737692,62,0,0.400266622,6000.0,31,0,1,0,5.0
30970,0,0.053251386,61,0,1630.0,,7,0,1,0,
27891,0,0.031926819,52,0,0.004772727,4399.0,2,0,0,0,2.0
79056,0,0.131213537,74,0,0.33252291,5346.0,10,0,1,0,0.0
33987,0,0.223552894,31,0,0.004969307,3420.0,4,0,0,0,1.0
32460,0,0.007092595,81,0,0.00449925,6000.0,11,0,0,0,1.0
69884,0,0.021524694,63,0,19.0,,2,0,0,0,0.0
70021,0,0.069663325,72,0,0.77071559,11500.0,26,0,5,0,1.0
20950,1,0.553131533,36,0,0.630619101,6250.0,9,1,1,0,0.0
72745,0,0.878685762,50,0,0.217535065,18750.0,13,0,1,0,3.0
60397,0,0.335842422,56,0,0.271788035,6000.0,6,0,1,1,3.0
96197,1,0.962700386,44,0,0.199446367,7224.0,6,0,0,0,4.0
133614,0,0.9999999,40,0,0.0,3100.0,0,0,0,0,3.0
104097,0,0.129629012,64,0,0.180972628,7525.0,8,0,1,0,0.0
96279,0,0.17153205,62,0,0.351123983,7250.0,10,0,2,0,0.0
94809,0,0.870283962,45,0,0.463192101,8000.0,8,0,2,0,0.0
24034,0,0.051773706,32,0,0.230589803,3000.0,3,0,1,0,0.0
68353,0,0.0,26,0,0.0,833.0,2,0,0,0,0.0
39629,0,0.022179802,36,0,7.0,,4,0,0,0,0.0
120647,0,0.018682545,77,0,0.002988992,13716.0,11,0,0,0,0.0
93534,0,0.132674188,64,0,2511.0,,11,0,3,0,0.0
120621,0,0.009999,63,0,2274.0,0.0,12,0,2,0,0.0
38250,1,0.689748997,38,2,0.650817884,4584.0,13,1,2,0,0.0
41110,0,0.109063427,54,0,0.376925155,3700.0,4,0,1,0,0.0
18815,0,0.148625728,38,1,0.404269693,7400.0,9,0,2,0,3.0
46031,0,0.825191255,48,0,2758.0,,8,0,1,0,3.0
61824,0,0.002618134,53,0,1149.0,,6,0,1,0,0.0
33477,0,0.566102294,50,0,0.357341956,8968.0,9,0,2,0,2.0
26883,0,0.174825632,62,0,0.320515286,5200.0,15,0,1,0,1.0
1060,0,0.014466655,51,0,0.262962153,4570.0,28,0,2,0,0.0
140148,0,0.797485163,44,0,0.151808032,6000.0,8,0,0,0,0.0
13241,0,0.0,58,0,3807.0,,9,0,3,1,0.0
95183,0,0.957014329,27,0,0.7264,624.0,3,0,0,0,0.0
77560,0,0.009587431,58,0,0.63278907,3000.0,14,0,2,0,1.0
62361,0,0.093911691,37,0,0.561672293,3850.0,11,0,1,0,0.0
5767,0,0.004210457,45,0,0.189566837,4293.0,6,0,1,0,1.0
53059,0,0.00119996,74,0,0.765778126,5101.0,9,0,5,0,0.0
26571,0,0.590752139,44,0,0.264713622,11400.0,4,0,1,0,0.0
53401,1,0.618787918,51,3,0.356967548,11000.0,18,0,2,0,2.0
104488,0,0.242927771,32,0,0.55009373,4800.0,11,0,1,0,1.0
54764,0,0.417651387,73,0,1890.0,,12,0,1,0,0.0
92620,0,0.0,37,0,1601.0,,3,0,1,0,0.0
87137,0,0.482145276,35,0,0.275787369,6000.0,13,0,2,0,3.0
9664,0,0.003178458,82,1,0.06805961,6508.0,7,0,1,0,1.0
43428,0,0.08605089,78,0,0.009406711,13500.0,6,0,0,0,0.0
89864,0,0.200496105,46,1,0.789685056,4730.0,9,0,2,0,2.0
77102,0,0.474856253,65,0,0.635133056,6500.0,11,0,2,0,0.0
17836,0,0.253607683,69,1,0.390347954,7500.0,31,0,2,0,0.0
111637,0,1.045349731,60,2,1497.0,,9,0,1,0,0.0
66164,0,0.127041845,47,0,0.376072914,11300.0,7,0,2,0,4.0
69239,0,0.02130373,67,0,0.005888951,3565.0,4,0,0,0,0.0
133143,0,0.101982848,81,0,173.0,,6,0,0,0,
38280,0,0.088324817,38,0,0.658222785,15000.0,15,0,3,0,0.0
124089,0,0.035323593,63,1,1699.0,,16,0,1,0,1.0
37503,0,0.362201643,25,0,0.148839842,5300.0,9,0,0,0,0.0
108792,0,0.034022846,56,0,0.245936148,8550.0,24,0,3,0,0.0
68124,0,0.0,68,1,0.663512491,5283.0,8,0,2,0,0.0
131354,0,0.014635163,76,0,0.00622084,4500.0,6,0,0,0,2.0
79606,0,0.695566744,62,0,0.745272767,4600.0,13,0,1,0,1.0
144449,1,0.9999999,32,0,106.0,,0,3,0,1,0.0
64155,1,0.985002586,56,4,0.428350356,3230.0,6,2,1,0,0.0
131923,0,0.144688043,46,0,0.142530706,3500.0,8,0,0,0,3.0
149073,0,0.209326383,50,1,0.357897517,3785.0,13,0,1,0,1.0
5367,0,0.265894509,58,1,0.421175425,9000.0,10,0,2,0,1.0
44019,0,0.206419898,44,0,0.209892002,19166.0,10,0,3,0,0.0
22606,0,0.9999999,26,1,0.34900054,1850.0,5,0,0,0,0.0
99804,0,0.026771315,28,0,0.153269471,2400.0,5,0,0,0,0.0
116687,0,0.614385614,38,2,0.125749833,4500.0,3,0,0,0,1.0
53010,0,0.014992415,66,0,0.136602452,4567.0,10,0,1,0,1.0
91255,0,0.212156122,59,1,0.247347618,4806.0,13,0,0,0,0.0
87557,0,0.92358804,44,0,537.0,,5,0,0,0,2.0
95979,0,0.009896303,38,1,0.859535116,4000.0,9,0,5,0,0.0
138611,0,0.000499964,52,0,0.214064116,2900.0,6,0,0,0,0.0
92593,0,0.380859629,32,0,0.277146217,2550.0,5,0,0,0,0.0
19316,0,0.086694575,42,0,0.187322012,9480.0,7,0,1,0,2.0
64769,0,0.572518021,63,0,3064.0,,16,0,1,0,0.0
26131,0,0.389722056,55,1,0.144878499,3250.0,6,0,0,0,0.0
68284,0,0.993202719,38,0,3719.0,,7,0,4,0,0.0
49881,0,0.050457899,55,0,0.028858883,3776.0,8,0,0,0,0.0
113442,0,0.411820286,55,0,0.261567077,4300.0,10,0,1,0,0.0
5762,0,0.0,67,0,0.0,1600.0,1,0,0,0,0.0
133337,0,0.01635755,37,1,3980.0,,7,0,2,0,0.0
108458,0,0.034948843,62,0,1338.0,,9,0,1,0,0.0
79102,0,0.0,28,0,1931.0,0.0,14,0,2,0,0.0
25879,0,0.002584442,53,0,0.125430508,9000.0,9,0,1,0,1.0
79928,0,0.0,71,0,0.082274526,4800.0,7,0,0,0,0.0
145919,0,0.0064626,76,0,0.001080789,3700.0,4,0,0,0,0.0
119123,0,0.651667549,34,1,3115.0,,9,0,3,0,0.0
45219,0,0.005749795,61,0,0.190511353,5416.0,8,0,1,0,0.0
123646,0,0.450820834,45,0,0.10253651,6504.0,3,0,0,0,2.0
123559,0,0.236600944,34,0,0.172010937,4022.0,3,0,0,0,2.0
105082,0,0.029433503,69,1,4037.0,,7,0,2,0,0.0
142772,0,0.181953496,47,0,0.132923587,41000.0,16,0,2,0,1.0
34591,0,0.101001988,61,0,0.217114791,15880.0,5,0,1,0,0.0
127166,0,0.001783411,32,0,0.201159768,5000.0,9,0,1,0,0.0
93935,0,0.190305402,31,0,0.52424081,1876.0,6,0,0,1,0.0
110323,0,0.037063581,47,0,0.293082767,2500.0,4,0,1,0,0.0
133713,0,0.569184043,52,1,3233.0,,10,0,1,1,4.0
100114,0,0.961038961,65,0,0.284675514,5500.0,10,0,2,0,0.0
35042,1,0.029850746,42,0,685.0,,3,2,0,1,0.0
139079,0,0.9999999,23,0,0.010962241,820.0,1,0,0,0,0.0
106960,0,0.015054719,48,0,0.063672261,4051.0,3,0,0,0,2.0
129112,0,0.004503136,74,0,0.335872411,4200.0,5,0,1,0,1.0
57245,0,0.023799898,29,1,0.334664097,7263.0,10,0,1,0,0.0
97619,0,0.00888546,54,0,0.048303977,13000.0,5,0,0,0,1.0
7768,0,0.9999999,25,0,0.0,,1,0,0,0,0.0
27830,0,0.281752708,48,0,0.117010816,8135.0,7,0,0,0,1.0
23531,0,0.075827938,71,0,0.299206087,6045.0,13,0,2,0,1.0
17841,0,0.009301797,45,0,0.008942662,1900.0,8,0,0,0,0.0
1813,0,0.026599391,62,0,0.074071225,13000.0,9,0,1,0,1.0
31466,0,0.011110425,31,1,0.164470625,6450.0,17,0,1,0,1.0
75645,0,0.490782983,65,1,0.23620411,4330.0,8,0,0,0,0.0
138735,0,0.098903613,59,0,1890.0,,10,0,1,0,0.0
68258,0,0.195066784,44,0,0.486876823,7200.0,5,0,2,0,3.0
107675,0,0.073159408,55,0,122.0,,6,0,0,0,0.0
7256,0,0.251937403,61,0,0.605131623,3000.0,11,0,3,0,0.0
9457,0,0.06455638,49,0,0.604047891,3507.0,19,0,1,0,2.0
214,0,0.9999999,62,0,0.04965839,6000.0,1,0,0,0,0.0
50197,0,0.198249298,51,0,0.137323944,9371.0,10,0,0,0,4.0
40209,0,0.981818182,28,1,0.199636474,3300.0,5,0,0,1,3.0
144279,0,0.0,28,0,0.1684,2499.0,2,0,0,0,0.0
114574,0,0.896475991,46,0,0.574907273,6200.0,13,0,2,0,0.0
3470,0,0.083525611,33,0,0.128774245,5000.0,6,0,2,0,0.0
70365,0,0.058108007,73,0,71.0,,8,0,0,0,
148295,0,0.122821683,65,0,0.159632626,9145.0,12,0,0,0,0.0
54120,0,0.463638891,45,0,0.449663623,8323.0,12,0,0,0,2.0
32914,0,0.219718685,38,0,0.039184326,2500.0,2,0,0,0,2.0
2402,0,0.728787735,38,1,0.353819491,7500.0,6,3,1,2,0.0
68577,0,0.469503386,51,0,0.289201489,9667.0,6,0,1,0,1.0
57100,0,0.006020494,48,0,1496.0,,8,0,1,0,0.0
74763,0,0.023977245,61,0,0.199333703,1800.0,4,0,0,0,0.0
24499,0,0.030920698,27,0,0.085769666,6190.0,4,0,0,0,0.0
123804,0,0.99440056,54,0,1996.0,,7,0,1,0,0.0
135941,0,0.0,68,1,1333.0,,11,0,1,0,0.0
3783,0,0.0,50,0,0.0,,1,0,0,0,0.0
50009,0,0.164702725,43,0,0.413698288,8000.0,21,0,2,0,0.0
49069,0,0.053429877,64,0,0.142699319,16292.0,7,0,1,0,1.0
35883,0,0.103789621,73,0,0.004904287,6320.0,3,0,0,0,0.0
140920,0,0.006814472,52,0,1392.0,,5,0,1,0,0.0
43268,0,0.513488348,39,0,3563.0,,18,0,2,0,1.0
65368,0,0.263048379,67,0,0.954204829,1200.0,3,0,1,0,1.0
102884,0,0.129992074,68,0,0.236848369,4200.0,13,0,1,1,1.0
74884,0,0.0,39,1,0.039584364,8083.0,4,0,0,2,0.0
1685,0,0.0,40,0,509.0,,3,0,0,0,0.0
106654,0,0.020116858,55,0,2.557823129,1910.0,15,0,2,0,0.0
147521,0,1.107892108,21,0,0.008247938,4000.0,2,0,0,0,0.0
122205,0,0.044646769,34,0,0.365330322,7083.0,11,0,2,0,2.0
87850,0,0.103615397,46,0,0.266465257,6619.0,9,0,1,0,3.0
64975,0,0.589671417,54,0,1.056431904,4500.0,10,0,2,0,0.0
99056,0,0.241805016,30,0,0.864451632,3400.0,13,0,1,0,1.0
95603,1,0.196894561,40,1,72.0,,2,0,0,0,0.0
132860,0,0.083155925,31,0,1128.0,0.0,5,0,1,0,2.0
39875,0,0.115929328,68,0,0.188601511,4368.0,6,0,0,0,0.0
82285,0,0.040175714,40,0,0.48993001,7000.0,8,0,1,0,2.0
22787,0,0.142401407,64,0,2.086637787,3000.0,13,0,3,0,0.0
49628,0,0.088903703,43,0,0.289495353,8500.0,7,0,2,0,2.0
18653,0,0.11842873,51,0,2722.0,,18,0,2,0,2.0
76053,0,0.084081454,30,0,0.470454545,3079.0,12,0,1,0,0.0
93662,0,0.055698877,64,0,0.149434091,11750.0,6,0,2,0,0.0
5513,0,0.701086594,44,0,0.1538042,3666.0,6,0,0,0,0.0
84237,0,0.00255292,82,0,0.0,,2,0,0,0,0.0
86621,0,0.074385813,67,0,0.15261959,3950.0,10,0,1,0,0.0
35361,0,0.243519653,53,0,0.384863867,4333.0,13,0,1,0,0.0
14828,0,0.035682806,46,0,0.613948033,11083.0,13,0,4,0,2.0
58013,0,0.281428637,42,0,1.171025641,3899.0,25,0,1,0,0.0
65572,0,0.213857428,40,0,0.221684154,3716.0,3,1,1,0,2.0
94145,0,0.006297347,80,0,0.461296772,3500.0,20,0,2,0,1.0
33556,0,0.116858876,77,0,52.0,,4,0,0,0,
51433,0,0.2866054,69,0,0.335985853,2261.0,3,0,1,0,0.0
134212,0,0.959760015,60,0,0.218668276,4970.0,3,0,0,0,0.0
52723,0,0.129575207,46,0,0.436281859,2000.0,8,0,1,0,1.0
67384,0,4062.0,55,0,121.0,,1,0,0,0,
129363,0,0.120667092,70,0,378.0,,8,0,0,0,0.0
62044,0,0.053245563,30,0,0.072505999,5833.0,3,0,0,0,0.0
44958,0,0.082584291,63,0,0.17954736,11929.0,12,0,1,0,0.0
33157,0,0.170572565,59,0,0.159903341,12000.0,5,0,1,0,2.0
127530,0,0.293754643,44,0,0.115939242,5200.0,3,0,0,0,0.0
67017,0,0.01622841,43,0,14.0,,4,0,0,0,0.0
74786,1,1.036867172,42,3,0.664399926,5440.0,12,0,2,0,3.0
46396,0,0.025831535,58,0,2458.0,,9,0,1,0,0.0
8009,0,0.343884592,48,0,0.40085382,6792.0,11,0,1,0,0.0
65820,0,0.0,24,0,0.0,,3,0,0,0,0.0
93507,1,0.582237619,47,0,409.0,,10,0,0,0,0.0
119345,0,0.015784824,68,0,0.201599848,10500.0,16,0,1,0,0.0
120494,0,0.008150576,42,1,865.0,,10,0,1,0,0.0
7960,0,0.053479622,62,0,0.041713389,8917.0,7,0,0,0,0.0
18923,1,0.9999999,56,1,0.07801182,78000.0,6,1,1,0,3.0
44726,0,0.035708891,67,0,0.46832473,2130.0,8,0,1,0,0.0
81418,0,0.35953517,67,0,1189.0,,10,0,0,0,1.0
65763,0,0.180963807,36,0,0.510998,5500.0,6,0,2,0,0.0
99777,0,0.475672809,55,0,0.258890263,13750.0,12,0,2,0,0.0
10133,0,0.050058458,82,0,0.205660668,6500.0,12,0,2,0,0.0
104622,0,0.464210799,53,0,1.547726137,2000.0,15,0,2,0,0.0
47117,0,0.161179819,35,0,0.312121212,15839.0,6,0,2,0,5.0
70653,0,0.283385838,31,0,0.145888594,4900.0,7,0,0,0,0.0
26311,0,0.142277136,54,1,0.33614956,11125.0,11,0,3,0,2.0
56680,0,0.960075998,46,0,0.376899696,3947.0,3,0,0,0,1.0
43925,0,0.0,80,0,0.275517488,1400.0,3,0,1,0,0.0
62260,0,0.856349295,37,0,0.63880289,4844.0,2,0,1,0,0.0
45260,0,0.0,70,0,9.0,,5,0,0,0,0.0
41469,0,0.908193238,55,1,0.141847011,4666.0,9,0,0,2,0.0
96134,0,0.281300186,71,1,0.354691625,4166.0,9,0,0,0,0.0
140692,0,0.58921714,56,0,0.8625785,2706.0,12,0,1,0,0.0
55535,0,0.903727571,30,0,5993.0,,6,1,4,0,0.0
66410,0,0.188117162,57,0,0.212702984,12500.0,4,0,2,0,1.0
63661,1,0.134393975,64,2,0.07177395,6617.0,13,0,0,0,0.0
136983,0,0.739086971,23,0,0.036646308,1800.0,1,0,0,0,0.0
127841,0,0.047754608,54,0,0.535419383,2300.0,9,0,1,0,0.0
98802,0,0.666686084,48,0,7.087824351,500.0,11,0,2,0,1.0
120959,0,0.08595902,61,0,3798.0,,6,0,2,0,0.0
122323,0,0.336134454,54,0,0.271289343,6258.0,9,0,2,0,1.0
110723,1,0.865814437,54,1,0.361725664,8135.0,11,0,2,3,2.0
31442,0,0.115237829,40,1,2.491686461,2946.0,17,0,3,0,0.0
14559,0,0.0019417,63,0,1933.0,,8,0,1,0,0.0
46385,0,0.096984985,55,0,121.0,,8,0,0,0,0.0
53413,0,0.527702089,37,0,0.188801866,6000.0,9,0,0,0,1.0
31039,0,0.387922211,54,0,0.111195159,1321.0,2,0,0,0,0.0
90946,0,0.042064195,51,0,0.5,2173.0,6,0,1,0,3.0
1451,0,0.363993614,45,0,0.248252006,13586.0,6,0,2,0,3.0
90740,0,0.384328209,71,0,0.490855889,4100.0,7,0,1,0,0.0
2373,0,0.198122641,58,0,0.598523304,4333.0,8,0,1,0,0.0
95861,0,0.059611804,43,0,0.47137869,9450.0,13,0,3,0,0.0
46725,0,0.886113886,47,2,0.20609825,7083.0,4,0,1,0,3.0
4692,0,0.63829956,50,0,0.664180315,6166.0,17,0,2,0,1.0
71809,0,0.064420599,42,0,0.641195627,8597.0,8,0,3,0,0.0
106784,0,0.529908855,46,0,0.229471316,8000.0,7,0,0,0,2.0
39823,0,0.9999999,57,0,0.172298905,2100.0,1,0,0,0,0.0
114691,0,0.265381517,59,0,3438.0,,12,0,2,0,0.0
6828,0,0.300111388,28,0,0.153787005,2600.0,12,0,0,0,0.0
97671,0,0.17845848,64,1,826.0,,6,0,1,0,
72204,0,0.153378891,69,0,0.079980005,4000.0,3,0,0,0,1.0
127931,0,0.021462046,74,0,21.0,0.0,2,0,0,0,0.0
59906,0,0.071682862,52,0,0.518410144,4100.0,28,0,3,0,2.0
86412,0,0.9999999,49,0,3762.0,,3,0,3,0,
6121,0,0.068454391,48,0,0.089739926,6997.0,8,0,0,0,3.0
8968,0,0.12937751,67,0,0.164460528,10500.0,19,0,1,0,0.0
18338,0,0.427487759,32,0,0.38531848,3500.0,3,0,2,0,0.0
91855,0,0.532355649,31,0,0.202131317,2908.0,5,0,0,0,0.0
109889,0,0.05189827,54,0,0.19561152,8020.0,6,0,2,0,0.0
131499,1,0.579001899,39,1,0.596089758,4500.0,6,0,2,0,2.0
137052,1,0.793106252,35,1,0.098300566,3000.0,3,0,0,1,4.0
21607,0,0.038130128,58,0,61.0,,5,0,0,0,0.0
41416,0,0.9999999,52,1,1721.0,,5,3,0,0,0.0
87413,0,0.598952972,32,1,0.09085213,12767.0,11,0,0,0,2.0
5708,0,0.003114197,57,0,0.408124882,5316.0,6,0,2,0,1.0
109185,0,0.683784979,61,0,0.56171914,2000.0,5,0,1,0,0.0
79863,0,0.9999999,22,98,0.0,,0,98,0,98,
69130,0,0.9999999,79,0,0.204855491,4324.0,1,0,0,0,0.0
45904,0,0.491447298,43,0,0.499683844,6325.0,13,0,2,0,1.0
68078,0,0.0,72,0,490.0,,10,0,1,0,0.0
23495,0,0.192716237,58,0,1637.0,,8,0,1,0,2.0
123986,1,0.9999999,22,0,0.221462388,1900.0,1,0,0,0,0.0
104781,0,0.247244233,36,0,0.519761372,2681.0,4,0,1,0,0.0
19298,0,0.342205691,62,0,0.332956792,3540.0,7,0,1,0,2.0
